fund_id,category,expense_ratio,true_alpha_ann,true_group,start_date,end_date,n_months,beta_true,s_true,h_true,mom_true
327,Growth & Income,0.023794685474576596,0.0,zero_alpha,1982-07-01,1988-05-01,71,1.064172582470948,0.12200856438437797,-0.0012955056628520447,0.279698661638193
328,Growth,0.02191451643347423,-0.03346085592901778,unskilled,1977-08-01,2000-08-01,277,0.90671708296154,0.5614471373097462,-0.034629257859842354,0.1228282889709234
329,Aggressive Growth,0.023231922712269426,0.0,zero_alpha,1976-03-01,2001-12-01,310,0.9487448558421665,0.06548134275471361,0.3085427467565555,-0.1796645528558773
330,Growth,0.012642834420906131,0.0,zero_alpha,1979-04-01,2004-03-01,300,0.8507563411304271,0.21465296022369582,-0.013209524816669635,-0.17223707633731083
331,Growth & Income,0.00955609744899179,0.0,zero_alpha,1975-02-01,2001-08-01,319,1.0856097423950388,0.3216482893898569,0.07006068129973776,-0.0927438064969602
332,Growth,0.008658077233184638,0.0,zero_alpha,1976-04-01,2002-11-01,320,0.8459880003248971,-0.04848971253072051,-0.16015965465840987,0.043686186727981205
333,Growth,0.022475199370218347,0.0,zero_alpha,1980-12-01,2002-02-01,255,1.1727734517406778,0.1517857361432637,-0.28410041301087674,0.05389140411335783
334,Growth,0.021532626978021736,0.0,zero_alpha,1981-05-01,2000-04-01,228,0.9026248747520264,0.10335377884421569,-0.13207232630084614,-0.17075448314495392
335,Growth,0.02461876766669875,0.0,zero_alpha,1977-09-01,2005-10-01,338,0.9530762846024501,0.04154662914850671,0.42739516778896486,-0.11091361876704499
336,Growth & Income,0.021965042029081942,0.0,zero_alpha,1978-10-01,1993-02-01,173,1.06380920309815,0.06006924962919011,0.11660418965739118,-0.10172237304700303
337,Aggressive Growth,0.017647318278529806,0.0,zero_alpha,1990-11-01,1998-05-01,91,0.9535796631784372,0.4480036495341986,0.044906967422209995,-0.0071120212172339214
338,Aggressive Growth,0.007845635017431001,0.0,zero_alpha,1980-02-01,2005-05-01,304,0.9053137528572034,0.020362316309916695,-0.20527467803703994,0.3177043185936612
339,Aggressive Growth,0.008296950767084608,0.0,zero_alpha,1982-08-01,1994-12-01,149,0.9454964828287292,0.31160197066790146,0.17225016019676917,-0.11997805984351713
340,Growth & Income,0.014473990535927513,-0.03753522841021744,unskilled,1975-02-01,2006-07-01,378,1.0840727530336376,0.24864875050778606,-0.2815386548627583,-0.12654367497036823
341,Growth & Income,0.020355910622887313,0.0,zero_alpha,1983-11-01,1999-12-01,194,0.8505721666794941,-0.17924502894379393,-0.3234112899364763,-0.14997104427157665
342,Aggressive Growth,0.008465507803555044,0.0,zero_alpha,1977-05-01,2005-04-01,336,0.9310644489090102,0.2997923596066103,-0.12177742457632917,0.1153316856863348
343,Growth,0.02331035015857705,0.0,zero_alpha,1977-06-01,1983-06-01,73,0.9515430091006213,-0.18337830243942357,0.38089818239228956,0.013798760546734701
344,Growth,0.018675814609737117,0.0,zero_alpha,1980-03-01,2002-12-01,274,1.0796877793291484,0.32702295704129003,0.36957884647852235,-0.11443398222549377
345,Growth,0.01124618180892839,0.0,zero_alpha,1977-04-01,1994-04-01,205,0.9350231939192845,0.04320208921728799,-0.10024738565010875,-0.03441933756674981
346,Aggressive Growth,0.022715191843211007,-0.03435762403724975,unskilled,1983-04-01,2000-09-01,210,1.2212448641740583,0.17209181331411305,-0.14483980363959686,-0.09872654514365518
347,Growth,0.016972607363618816,0.0,zero_alpha,1993-07-01,2005-08-01,146,0.9265192133427357,-0.1535699874065847,-0.338072408111956,0.0643836921783868
348,Growth,0.01966316964050253,0.0,zero_alpha,1975-06-01,2006-08-01,375,0.9143474542392079,0.20059558090120402,0.005606145104016878,0.42265649101945035
349,Aggressive Growth,0.012708844125111154,0.0,zero_alpha,1987-07-01,2003-01-01,187,0.9243451817573402,0.40173760449265494,0.022402550397623885,0.10262966085383549
350,Growth,0.01287101078626655,0.0,zero_alpha,1976-04-01,2004-03-01,336,0.7525037857012984,-0.031741357005655196,0.14791125083938247,0.006051722733895447
351,Growth,0.005252351409629407,-0.03055440300655008,unskilled,1989-05-01,2005-10-01,198,0.7944909729861972,0.01820822846399725,0.1721415026650328,-0.0797463231231929
352,Growth & Income,0.015758040455100188,0.0,zero_alpha,1995-12-01,2002-02-01,75,0.870399966539136,0.28365525589187235,-0.04948438353292659,-0.18151001228272745
353,Growth,0.020215936116677335,-0.029229417493379532,unskilled,1978-01-01,2006-09-01,345,1.1203744773275195,0.2899045809117348,0.10120557495191689,0.13005345971045532
354,Growth,0.02437649027173208,0.04247592490985842,skilled,1991-05-01,2001-04-01,120,0.9450310910956984,-0.4385448246021266,-0.15012777356930723,0.12190312675494801
355,Growth,0.022844536734164752,0.0,zero_alpha,1987-11-01,2000-01-01,147,0.8773033715576439,0.6738515909456934,0.09740850667213714,-0.049915149503620915
356,Growth,0.0067398218270551,-0.03389081277019695,unskilled,1977-01-01,2005-03-01,339,1.1339802118409892,0.30213837088708284,-0.11144641563691175,0.20200009744139275
357,Growth,0.024610402407136172,0.0,zero_alpha,1977-09-01,2006-10-01,350,1.182676569933839,0.3442296656132404,0.08189170319338758,0.023166040832762726
358,Growth,0.00798961378001701,0.0,zero_alpha,1976-12-01,2006-08-01,357,1.138307369136164,0.13411488833449578,0.06570026505707306,0.13621411030927028
359,Growth,0.005822285967841661,0.0,zero_alpha,1981-06-01,1997-11-01,198,0.8220365004147263,-0.29383837713806116,0.0037607251390128563,0.06442955030495173
360,Aggressive Growth,0.019978596709364506,0.0,zero_alpha,1975-07-01,2000-12-01,306,0.8757127069709516,0.33868051531256005,0.14890794363187088,-0.006570381981645744
361,Growth,0.023117729006583026,0.0,zero_alpha,1975-01-01,1988-10-01,166,1.2220604105472077,0.02870299294227846,-0.3240798142721371,-0.12323269169612304
362,Growth,0.023995658120503794,0.0,zero_alpha,1976-08-01,2001-07-01,300,0.9861709538000033,0.305982923545835,-0.222983243644188,-0.0018304888544006942
363,Growth,0.02149952215532424,0.0,zero_alpha,1975-11-01,1994-05-01,223,0.9098559402655881,0.11529973243431782,-0.06401193471060686,0.14630760033422704
364,Growth,0.009098124314227608,-0.03497200176099367,unskilled,1980-06-01,1986-09-01,76,1.0577521941996255,0.22950984477909436,-0.2986526775346646,-0.05622026678491404
365,Growth,0.008080058289888222,0.0,zero_alpha,1976-09-01,1992-11-01,195,1.1010948601037167,-0.02374909535231115,-0.09137290291094106,0.08596120934047675
366,Growth,0.0061793695514290575,0.0,zero_alpha,1989-02-01,2006-09-01,212,0.8642825643607603,0.3860972356697329,-0.08492605901551005,-0.1424103823036005
367,Growth,0.016639381597882464,0.0,zero_alpha,1976-12-01,1988-10-01,143,0.9829159937929897,-0.12709475986441796,0.25193675733333876,0.1370087504195537
368,Aggressive Growth,0.014744423523260823,0.0,zero_alpha,1985-08-01,2000-08-01,181,1.0889840103825588,0.7313923563347975,0.018506740458292474,0.06694120047349425
369,Growth,0.00718567216872743,0.0,zero_alpha,1979-09-01,1998-03-01,223,0.775956928106022,0.7294871587467531,0.19588591521277562,-0.16031661382547516
370,Growth & Income,0.014296542373431257,-0.028672073818432856,unskilled,1979-06-01,1985-09-01,76,0.9518518186139209,0.5781748963666277,0.050334943761943626,-0.013602178528241828
371,Growth,0.016346471810689742,0.0,zero_alpha,1991-02-01,2000-02-01,109,0.7828415520423927,0.4888697464436276,-0.11713345424641307,0.15971613639775542
372,Aggressive Growth,0.019459092870209967,-0.033424420331912875,unskilled,1981-02-01,2006-10-01,309,0.8024629254609783,0.14886291044158978,0.016743361549302428,-0.16885488109798363
373,Growth,0.013283951400668414,0.0,zero_alpha,1988-11-01,2003-04-01,174,0.8655349883779544,0.46163667643680206,0.1358852667864346,-0.14064253579374014
374,Aggressive Growth,0.011367048941568793,0.0,zero_alpha,1985-05-01,2006-09-01,257,1.0215679306819205,0.1459558754309681,0.22868026528851618,0.009575456782026022
375,Growth & Income,0.018313583963082598,-0.026112940555111527,unskilled,1981-12-01,2002-02-01,243,0.9016966057042798,-0.21837938556132672,-0.03646201258688667,0.33999960956482916
376,Growth,0.018684472860910906,0.0,zero_alpha,1983-03-01,2003-01-01,239,0.852737281254739,0.545800353507672,-0.33950212877058883,-0.0808867126059247
377,Growth,0.010408571133396374,0.0,zero_alpha,1977-04-01,1993-05-01,194,0.9577331844987439,0.4522061157306263,-0.3535604514843804,0.09429109993782434
378,Growth & Income,0.005396461644742534,0.0,zero_alpha,1986-12-01,2004-12-01,217,0.7779555907600355,0.16216522308614117,-0.07528252202337737,0.05902031114020266
379,Growth & Income,0.02391381139485039,0.0,zero_alpha,1978-08-01,2005-10-01,327,1.0143204826750865,-0.13629606433278754,-0.47758030022959463,-0.06842798503983157
380,Growth & Income,0.020105728129183445,-0.04041434885807903,unskilled,1975-04-01,2006-04-01,373,1.1197080142937463,0.023449830855256565,0.3490208931473661,0.04417000276773125
381,Growth,0.00902208668926708,0.0,zero_alpha,1982-02-01,1993-12-01,143,0.9381193938517982,-0.28528639622187746,0.1093866462799467,-0.04717519931424327
382,Growth,0.0163133130198773,0.0,zero_alpha,1980-06-01,2003-06-01,277,0.9196026510049687,0.4062702131544943,-0.13713340189944898,-0.033670718517476744
383,Growth,0.01689895061352139,0.0,zero_alpha,1975-01-01,2006-03-01,375,1.0060160529823354,-0.23082724171604505,-0.23192951880175916,-0.22919078541597
384,Aggressive Growth,0.007519772639913585,0.0,zero_alpha,1997-01-01,2002-02-01,62,0.6457295871752682,0.2417077175366691,0.19562381919522198,0.016334564770051747
385,Growth,0.008833141746791165,0.0,zero_alpha,1976-08-01,2002-10-01,315,1.03052261848968,-0.040923336944922034,-0.23272743113020114,0.1548640259933826
386,Growth,0.02413413032927576,-0.03682558381116186,unskilled,1976-01-01,1994-05-01,221,1.4152828705617293,-0.18667586124986915,-0.2136453527202105,0.028613866216952825
387,Growth,0.015160217200417953,-0.03928577909927833,unskilled,1975-04-01,2006-05-01,374,0.9315985668327919,0.22958877331964295,-0.16318918800533838,0.18357616412336447
388,Growth,0.008828844387869522,0.0,zero_alpha,1984-08-01,2005-02-01,247,0.9321312449425504,0.08655015367199216,0.012817482914865052,0.10704911689175257
389,Aggressive Growth,0.02095149508188017,0.0,zero_alpha,1976-03-01,2003-10-01,332,1.0615410500149525,0.37954727635634194,0.11415948782947968,0.011068804050467007
390,Growth,0.014411466050669456,-0.03146059777828483,unskilled,1987-03-01,1996-07-01,113,1.1967999002296943,-0.14690131718217672,0.2285344466831326,-0.07418883295102278
391,Growth & Income,0.017768241665453873,-0.03597068145012712,unskilled,1993-11-01,2002-08-01,106,1.0962451766651202,-0.01932866136845554,0.19899425978934035,-0.0529395573042106
392,Growth,0.010950030672771578,0.0,zero_alpha,1975-01-01,2005-01-01,361,0.6266589682124675,-0.4269105521227228,-0.009845258153051671,-0.2005765710905682
393,Growth,0.006158081965125611,0.0,zero_alpha,1984-10-01,2003-12-01,231,1.034509825649412,-0.37608667058198064,0.19410439475126676,-0.020061833514748908
394,Growth,0.008298884471280885,0.0,zero_alpha,1978-06-01,1998-06-01,241,1.3357895217862512,0.6195481024946282,-0.14419992279527208,0.04189981378462304
395,Growth,0.0244607380629197,-0.031667270920703976,unskilled,1990-08-01,2000-02-01,115,1.0433661570139197,0.6908995610249173,-0.3741732028923933,0.277313164669885
396,Growth,0.01747176871656431,0.0,zero_alpha,1978-12-01,1989-12-01,133,0.7768097130092375,0.19318155130598824,-0.14422621434210164,0.0992480484918315
397,Growth & Income,0.02162170397148811,0.0,zero_alpha,1975-09-01,2002-09-01,325,0.992274443662792,-0.0359571914766279,-0.1712521028552575,-0.10972809702069654
398,Growth,0.0054303911584763845,0.0,zero_alpha,1989-11-01,2002-12-01,158,0.7578969122988399,0.09538776862747327,-0.13639741435983538,-0.1959052413278209
399,Growth,0.020309250023087342,0.0,zero_alpha,1984-02-01,2004-10-01,249,1.1349205533903288,0.388393550621591,-0.20187494584837784,-0.010982813080685886
400,Aggressive Growth,0.014699041330837277,0.0,zero_alpha,1993-03-01,2006-08-01,162,0.8066176117958112,0.04140274504448849,-0.10222191551594242,0.14176466702416238
401,Growth,0.018306157537423946,0.0,zero_alpha,1988-07-01,2000-07-01,145,0.9611365452038034,0.2294084667604223,0.11400344281871562,-0.013092450504158182
402,Growth,0.012164100806815497,-0.031999578034542925,unskilled,1985-07-01,1994-11-01,113,0.8213329997012229,0.1668109873796876,0.33305142053251435,0.10129762625083932
403,Growth,0.01741737653637781,-0.030360022581429454,unskilled,1975-05-01,2005-06-01,362,0.8680327913678013,0.02779683247928552,-0.35506929485180466,-0.0071688173878282566
404,Growth,0.00571239535575516,0.0,zero_alpha,1975-06-01,2005-10-01,365,1.1729225968790742,0.03845181350203222,-0.26754692538014885,0.12755006520733986
405,Growth,0.005911774250734216,-0.03397302561429794,unskilled,1990-07-01,1998-07-01,97,0.9655185747340546,0.24333021792137707,-0.16828925174563353,-0.21958870340584918
406,Growth,0.020976728198102958,0.0,zero_alpha,1981-02-01,1995-07-01,174,0.8661196289411419,-0.07422203409686035,0.14314837548731854,0.2606273180219151
407,Growth,0.007489305356008804,-0.02413322548762379,unskilled,1980-09-01,2000-11-01,243,0.7782158043669916,0.28293233640587906,-0.050989488594609944,-0.1468725172335566
408,Growth,0.0052796786917227315,0.0,zero_alpha,1977-10-01,1993-01-01,184,0.6692447770400844,0.052105260087704525,-0.15482184462072457,0.1390598494594666
409,Growth,0.023249129792733067,-0.03128787131964718,unskilled,1978-04-01,2002-09-01,294,0.762307904971597,0.20184182616205756,0.13334660154108427,-0.02082759920034326
410,Aggressive Growth,0.010310635254870748,0.0,zero_alpha,1979-10-01,1991-09-01,144,0.9667938862166566,0.5159906415421397,0.18127805326839377,0.0026258149449649056
411,Growth,0.016647643265928765,0.0,zero_alpha,1977-11-01,1984-05-01,79,1.0970350653083996,0.1279519886932619,-0.01375199188472604,-0.016165285895522238
412,Growth,0.021778339410770096,0.0,zero_alpha,1977-05-01,1991-05-01,169,0.8659472761366698,0.3999510850479981,-0.17324384532410878,0.05834068775772398
413,Aggressive Growth,0.019918141588508572,0.0,zero_alpha,1980-08-01,2001-09-01,254,1.1855815401078522,-0.2780082139709571,0.04405591344707855,0.08862868149213425
414,Growth,0.005932556416218667,0.0,zero_alpha,1983-02-01,1992-11-01,118,0.8423749366657659,0.05240924658985134,-0.05665364169051338,0.17875422677346023
415,Growth & Income,0.016218974017176865,0.0,zero_alpha,1975-06-01,2002-06-01,325,0.9142982415680181,0.17692215526901822,-0.05820264875709212,0.23119233238960674
416,Growth,0.015835957341908794,0.0,zero_alpha,1988-10-01,1993-12-01,63,0.7880634919494122,0.6508326698016148,-0.11248004372036725,0.06977323201650536
417,Growth,0.012001603564209241,0.0,zero_alpha,1979-02-01,1985-10-01,81,1.0986142601851783,-0.3199880208149726,0.1749966494644178,0.27705113587524566
418,Growth,0.02007125962736703,0.0,zero_alpha,1975-03-01,1993-11-01,225,1.264626592106685,0.1459475345268058,0.03997604526535878,0.03394588142337169
419,Aggressive Growth,0.024280113159510393,0.0,zero_alpha,1976-10-01,1995-07-01,226,0.6857274558595703,0.5341722127290658,0.19714017637792605,0.1816160543379386
420,Growth,0.00794373307871828,-0.03407678630089843,unskilled,1983-08-01,1996-06-01,155,0.8980756897047952,-0.026255101316717988,0.25726522909562516,0.0843079509359221
421,Growth,0.007904480074887244,0.0,zero_alpha,1994-02-01,2006-01-01,144,1.1397169770575053,0.11679029739358245,0.08179615377332815,-0.06238069471380486
422,Growth,0.019694720389217383,0.0,zero_alpha,1981-02-01,1987-11-01,82,0.7329581717861597,0.2529347462638849,-0.1112954229770304,0.04718512315697655
423,Aggressive Growth,0.014088328203325565,0.0,zero_alpha,1977-08-01,2000-06-01,275,1.0350025860456629,0.2161271384306951,0.19806524644395695,0.09547578162636876
424,Growth,0.02090437861159432,0.0,zero_alpha,1979-02-01,1994-04-01,183,1.1332208300311355,0.5614426188636036,0.08313294045567089,0.015170280289608908
425,Aggressive Growth,0.007821552192941412,0.0,zero_alpha,1983-06-01,1991-07-01,98,0.9617343221535255,0.28211845251830797,0.5106735553615278,0.08192847769963345
426,Growth,0.005797150882844202,0.0,zero_alpha,1986-09-01,2002-05-01,189,1.0325394606410199,0.5019432238785548,0.05202057769893729,0.1498044438990342
427,Growth,0.018958681497032823,-0.0327725283962495,unskilled,1975-07-01,2005-10-01,364,1.2141353579191412,0.07999791067252217,0.12953760780281676,0.016494028700616087
428,Growth,0.02489422105908221,0.0,zero_alpha,1988-03-01,2000-02-01,144,1.2422639831151718,-0.015131352812574134,0.04808477825920634,-0.42158315030237214
429,Growth & Income,0.006895964205914012,0.0,zero_alpha,1977-08-01,2006-09-01,350,0.9407049180448275,0.11356920174509114,-0.02981971837362362,0.2717405227240056
430,Growth,0.022286757789009397,0.0,zero_alpha,1994-01-01,2005-12-01,144,0.870143322605115,-0.1197757733419004,-0.061758309917513285,-0.024638714533049295
431,Growth,0.012705794815468295,0.0,zero_alpha,1987-06-01,1997-05-01,120,0.8120029833389455,0.2908779240525238,0.048848768931713346,-0.10349203312484466
432,Growth & Income,0.005335790905862143,-0.028088248287911694,unskilled,1989-04-01,2001-03-01,144,1.0965446225643067,0.07353047181118859,0.09423515036277105,-0.14861654434792265
433,Growth,0.015200435859424214,0.0,zero_alpha,1991-11-01,2005-07-01,165,0.7442336663313547,0.002052775005631169,0.22087757992888502,-0.030466885350046723
434,Growth,0.010577084142496397,-0.0305200300515645,unskilled,1993-09-01,2001-11-01,99,0.9121138943013196,0.29466460240525044,0.051770111660752856,-0.0644121746975473
435,Growth,0.018868062830403605,0.0,zero_alpha,1978-05-01,1999-02-01,250,0.9654034656431698,-0.11592894449357213,-0.1025778350850458,-0.09055141958270366
436,Aggressive Growth,0.010756612448701838,-0.03884079599622832,unskilled,1977-05-01,1991-04-01,168,0.8745496230921868,0.36262555346394865,-0.07537079931979668,-0.08231894047668596
437,Growth,0.014634002468660923,0.0,zero_alpha,1975-11-01,2000-03-01,293,0.9919730397528685,0.05041565287715981,-0.2745873885806362,0.09946142360897335
438,Growth & Income,0.009011305026883784,0.0,zero_alpha,1987-03-01,2005-05-01,219,1.3346769977439137,0.45977411102354604,0.322242768714462,0.3245545161504652
439,Aggressive Growth,0.02156203516087121,0.0,zero_alpha,1983-06-01,2000-04-01,203,0.9317602114480186,0.0718156054426082,-0.11823472270416974,0.14308573970223518
440,Growth,0.02350862923736216,0.0,zero_alpha,1979-03-01,1996-11-01,213,0.8846891558858915,0.32797741663948105,0.18348809202758132,0.18838972771318552
441,Growth,0.013066715084329276,-0.023338441972950277,unskilled,1982-12-01,1992-01-01,110,1.102299773657278,0.21489059344322647,0.045310171488506724,-0.03661150471701084
442,Aggressive Growth,0.01397760065135965,0.0,zero_alpha,1977-03-01,2001-05-01,291,0.9859375466218282,0.3559754684286217,0.050746366167881383,0.03569980483258668
443,Growth & Income,0.02465367346423064,0.0,zero_alpha,1994-07-01,2002-03-01,93,1.1659003656817064,0.19748672303690684,-0.033489575054467376,0.08397236063454304
444,Growth & Income,0.007842309534493268,0.0,zero_alpha,1979-08-01,2004-01-01,294,0.9747031429729577,-0.24584935308581093,-0.1675597777253347,-0.0789336840464155
445,Growth,0.021172390291800774,0.0,zero_alpha,1975-01-01,2006-12-01,384,0.9127365188043449,0.42219838481053307,-0.20370708009839503,-0.04385951058236756
446,Aggressive Growth,0.016345572117004825,-0.0325174413403298,unskilled,1980-08-01,2006-03-01,308,0.6824412667858166,0.14807926938552318,0.3356930777609874,0.1481827937499615
447,Aggressive Growth,0.02261468841808376,0.0,zero_alpha,1979-06-01,1996-08-01,207,0.707039795928239,0.36737901933870326,0.012792215767449206,0.18354391326501632
448,Growth & Income,0.010848570896538238,0.0,zero_alpha,1983-10-01,1997-03-01,162,0.6746451964359346,0.3425616192172142,0.21505354923753017,0.030111540427288697
449,Growth,0.010923159324406866,0.0,zero_alpha,1975-06-01,2003-12-01,343,1.0069008749426358,-0.023324120252835423,0.2669813875290502,-0.15927357711680895
450,Aggressive Growth,0.011516398961108142,-0.026663887917140083,unskilled,1994-08-01,2006-06-01,143,0.745662578019881,-0.05869885129382421,-0.09216938601984284,-0.024338797482648705
451,Aggressive Growth,0.0053326216464591085,-0.039235562362115436,unskilled,1982-03-01,2000-02-01,216,1.1383366048879073,0.33383877536225104,0.07470115318556886,-0.19619967017588075
452,Growth & Income,0.008397857981561166,0.0,zero_alpha,1978-06-01,2004-03-01,310,0.954536984728393,0.09418774264737156,-0.000997844901730452,0.03128036147520904
453,Aggressive Growth,0.024891732822396505,0.0,zero_alpha,1975-11-01,2005-09-01,359,0.9133719621347496,0.4041073198666243,-0.24144276060337777,0.05831046669071281
454,Growth & Income,0.00997897147567865,0.0,zero_alpha,1975-08-01,2005-06-01,359,0.8234217387193492,0.1254497642842442,-0.04709599518085121,-0.020606563155666464
455,Growth,0.005398341955212782,0.0,zero_alpha,1998-06-01,2005-09-01,88,1.043338812240531,0.42585244436207204,0.1075013180478455,0.056256683357480686
456,Growth,0.010570806280769913,0.0,zero_alpha,1976-05-01,2005-07-01,351,0.8293253270686383,0.27582612105227544,-0.10980585100217158,0.08253518586257587
457,Growth,0.013167803359691733,0.0,zero_alpha,1991-03-01,1999-03-01,97,0.8021932993895179,0.24199374842853713,-0.07496863907437225,0.05852930643606857
458,Growth & Income,0.015955745585647673,0.0,zero_alpha,1975-06-01,1996-02-01,249,1.1282524880908023,0.07649720031493142,-0.04467337107712903,-0.16022954384453947
459,Growth,0.006371320397308529,0.050102075061237004,skilled,1975-07-01,2005-08-01,362,1.0031931741162534,0.22810690351537916,0.4123058662620207,-0.017989648826904184
460,Aggressive Growth,0.020808578394095324,0.0,zero_alpha,1982-07-01,2005-02-01,272,0.9147605857627591,0.46821317873817736,-0.37680978742088794,0.0814764467399402
461,Growth & Income,0.021510025363941154,0.0,zero_alpha,1975-02-01,2005-08-01,367,1.0462149477100575,0.15644613533417007,0.09032865980545181,0.25680676569589994
462,Growth & Income,0.009263211577434028,0.0,zero_alpha,1976-10-01,1990-12-01,171,0.9513397809666048,0.30279361092096385,-0.060667815450432976,-0.02078886253580461
463,Aggressive Growth,0.02096836376469957,-0.032897596066413,unskilled,1990-01-01,2003-06-01,162,1.0074519725677524,0.18159001906242653,-0.13813098170048674,0.10262603006721646
464,Aggressive Growth,0.012228538148825133,-0.03548711911650138,unskilled,1980-08-01,1994-05-01,166,0.8274728146436817,0.2011510106863555,-0.06557514143125308,0.1517227867885735
465,Growth,0.013462203557652687,0.0,zero_alpha,1979-10-01,1994-04-01,175,1.2605597913365933,0.6008526892345747,0.1234752487666846,-0.009494154755883936
466,Growth,0.02372776508628033,0.0,zero_alpha,1979-11-01,2003-03-01,281,0.8630570048485662,0.47043250775988776,0.13490471880411214,0.19226116212310101
467,Growth,0.022838087819200346,0.0,zero_alpha,1977-11-01,1995-01-01,207,1.1834024490424966,0.1898509537989296,0.027203424486950616,0.20032607471463446
468,Aggressive Growth,0.01250221426380978,0.0,zero_alpha,1975-04-01,2000-02-01,299,0.9216696726043285,0.22361352198400852,0.20854826329132542,0.22705771010917858
469,Growth,0.014762206114452052,0.0,zero_alpha,1975-01-01,1991-03-01,195,1.0710645673482444,-0.005467625887742217,0.24376659902011527,0.08876482534782978
470,Growth,0.01073047576065985,-0.030417528691633458,unskilled,1976-06-01,1989-09-01,160,1.0601335248539203,0.12675711343376173,0.15327518839012289,0.37402058744863037
471,Aggressive Growth,0.015308685166973236,0.0,zero_alpha,1978-06-01,1988-06-01,121,1.1220277632725069,0.24734944688715377,-0.11923849022944379,-0.07229246691465117
472,Growth,0.018638158056698863,0.0,zero_alpha,1983-06-01,2003-04-01,239,0.8239064439253783,0.382653397392282,0.08888830984257533,0.33861163792684096
473,Growth & Income,0.00685335394551263,0.0,zero_alpha,1975-11-01,2005-01-01,351,1.1113453101918291,0.35730522422772976,0.0898401318277139,0.13524492329876492
474,Growth,0.023396822523513796,-0.03394904901577884,unskilled,1975-04-01,2003-06-01,339,1.2269659776367159,-0.10731476397612758,-0.17312628672931035,0.22105809995400774
475,Growth & Income,0.019377479362893597,0.0,zero_alpha,1975-04-01,1987-01-01,142,0.9111960531137214,0.4142456826696579,-0.3238877788108516,-0.028005663181256666
476,Growth,0.006935053663231443,0.0,zero_alpha,1981-10-01,1999-08-01,215,0.9552059100713183,0.1478065801556118,-0.41455512427491115,0.14667120544456438
477,Aggressive Growth,0.02237977983957685,0.0,zero_alpha,1981-09-01,2005-09-01,289,0.8714830036279768,-0.07674783891938447,0.0039710980224303295,0.2340461245496544
478,Aggressive Growth,0.019873657324856644,0.0,zero_alpha,1978-07-01,2000-01-01,259,0.898034562172235,0.5040961843579804,0.04960794297338363,-0.14310379655858085
479,Growth,0.011262536336654975,0.0,zero_alpha,1976-08-01,1983-04-01,81,1.2067134198398735,0.5358197491844883,-0.24635631553048287,-0.00449894227231289
480,Growth,0.015428661765957558,-0.030312127256005333,unskilled,1977-07-01,1998-06-01,252,0.7993648210804694,0.2359367455851651,0.19920646651027252,-0.30118790323467814
481,Growth & Income,0.02220261318379332,0.0,zero_alpha,1988-01-01,1993-12-01,72,0.8086821767223842,0.34719840047630873,0.020443629859282435,-0.006749946527373499
482,Growth,0.024362512461805576,0.0,zero_alpha,1979-07-01,1987-07-01,97,1.1916351404621566,0.36186230218610804,0.2598905229830705,-0.10240122901901293
483,Aggressive Growth,0.010621547918952649,-0.026427037777113117,unskilled,1984-03-01,2006-10-01,272,1.0436822638832544,0.5189430382030628,0.06410717399671821,-0.012665153195010253
484,Growth,0.01801116364654649,0.0,zero_alpha,1993-07-01,2001-03-01,93,1.2680555373563787,0.3520171313579313,-0.2232667143758303,0.45854650364069893
485,Aggressive Growth,0.022204938479855215,0.0,zero_alpha,1981-03-01,1995-04-01,170,0.882434204326122,-0.16192206935964218,0.08165624265802979,0.2776705260195798
486,Growth,0.024763336976858903,-0.04196530185527078,unskilled,1985-08-01,2006-06-01,251,0.9689421705856354,0.672451937242782,0.12402213897442028,-0.19591713050509482
487,Growth,0.006414369772926243,-0.04001129770529462,unskilled,1978-01-01,2000-09-01,273,0.8508984584342293,0.4364142223700107,-0.11952471717740115,0.10336074523991075
488,Growth,0.01507243931641657,0.0,zero_alpha,1977-02-01,1994-01-01,204,0.9714951752971543,0.04261894868180885,-0.298418599461975,0.13983966305888573
489,Growth,0.02247331523678964,-0.030421974982048298,unskilled,1998-01-01,2005-06-01,90,0.6838854954073543,-0.0874062680893524,0.010059212861321254,-0.030684563005688458
490,Growth,0.005063162485990564,0.0,zero_alpha,1980-04-01,2006-10-01,319,1.0527431834982512,0.29620335760102096,-0.21016892706323698,0.04674614047378241
491,Growth & Income,0.013744704392108863,0.0,zero_alpha,1975-06-01,2006-01-01,368,0.9985211125238507,0.1004349904081052,0.21417753261222636,0.06139733111224972
492,Aggressive Growth,0.016683974482392654,0.0,zero_alpha,1976-11-01,2005-10-01,348,0.9413668006301121,0.2524988384997398,-0.09143533608531851,-0.18199170592927905
493,Growth & Income,0.015529806171132286,0.0,zero_alpha,1976-03-01,2001-05-01,303,0.8914453513100502,0.35585171031956586,0.3349202212986597,-0.13469940311292222
494,Aggressive Growth,0.019655453726684965,-0.036934285392141185,unskilled,1985-06-01,2001-03-01,190,0.815786901894785,0.028389528000801162,-0.4348317335037672,0.045844507766148554
495,Aggressive Growth,0.0063104417390796195,0.0,zero_alpha,1977-05-01,2005-12-01,344,1.059156936804914,-0.10902699817108433,0.016959120829029596,0.03491037919726504
496,Growth,0.020708334471716865,-0.028312422157664566,unskilled,1984-11-01,2002-12-01,218,0.774336502144489,0.26645461696799455,0.275878528020264,-0.08628440731259035
